"record_id","incident_date","area_key","display_name","crime_type","time_of_day","day_of_week","incident_count","base_risk_score","latitude","longitude","population_band","poverty_index","unemployment_index"
"237","2024-02-19","kharadar","Kharadar","Bike Snatching","day","Monday","7","2","24.846","67.004","medium","0.5","0.4"
"238","2024-02-19","site-area","SITE Area","Street Crime","night","Monday","11","3","24.936","67","medium","0.61","0.5"
"239","2024-02-19","banaras","Banaras","Drug Offense","night","Monday","11","3","24.972","67.013","medium","0.65","0.53"
"240","2024-02-19","mehmoodabad","Mehmoodabad","Vehicle Theft","day","Monday","7","2","24.8465","67.0588","high","0.47","0.37"
"241","2024-02-26","clifton","Clifton","Drug Offense","day","Monday","2","1","24.8138","67.0306","high","0.28","0.22"
"242","2024-02-26","dha","DHA","Kidnapping","day","Monday","2","1","24.8055","67.0672","high","0.25","0.19"
"243","2024-02-26","saddar","Saddar","Bike Snatching","night","Monday","8","3","24.8547","67.0268","high","0.52","0.44"
"244","2024-02-26","gulshan","Gulshan","Fraud","night","Monday","6","2","24.9207","67.0862","high","0.41","0.33"
"245","2024-02-26","gulistan-e-johar","Gulistan-e-Johar","Fraud","night","Monday","6","2","24.92","67.1344","high","0.43","0.35"
"246","2024-02-26","nazimabad","Nazimabad","Robbery","night","Monday","6","2","24.9262","67.0407","high","0.47","0.38"
"247","2024-02-26","north-nazimabad","North Nazimabad","Robbery","day","Monday","2","1","24.9388","67.0453","medium","0.34","0.28"
"248","2024-02-26","lyari","Lyari","Bike Snatching","night","Monday","8","3","24.8607","66.9904","medium","0.68","0.52"
"249","2024-02-26","malir","Malir","Drug Offense","night","Monday","6","2","24.8937","67.1984","high","0.49","0.41"
"250","2024-02-26","korangi","Korangi","Mobile Snatching","night","Monday","6","2","24.8323","67.1474","high","0.51","0.43"
"251","2024-02-26","landhi","Landhi","Vehicle Theft","night","Monday","8","3","24.84","67.19","high","0.58","0.46"
"252","2024-02-26","orangi-town","Orangi Town","Drug Offense","night","Monday","8","3","24.9519","66.9698","high","0.69","0.55"
"253","2024-02-26","baldia-town","Baldia Town","Vehicle Theft","night","Monday","8","3","24.9383","66.9448","high","0.66","0.53"
"254","2024-02-26","keamari","Keamari","Vehicle Theft","night","Monday","8","3","24.815","66.975","medium","0.63","0.5"
"255","2024-02-26","garden","Garden","Mobile Snatching","night","Monday","6","2","24.8733","67.0167","medium","0.46","0.37"
"256","2024-02-26","fb-area","FB Area","Fraud","night","Monday","6","2","24.933","67.07","high","0.39","0.31"
"257","2024-02-26","gulberg","Gulberg","Assault","night","Monday","6","2","24.905","67.05","high","0.44","0.36"
"258","2024-02-26","shah-faisal","Shah Faisal","Kidnapping","night","Monday","6","2","24.884","67.162","high","0.48","0.39"
"259","2024-02-26","pechs","PECHS","Mobile Snatching","day","Monday","2","1","24.8775","67.0746","high","0.31","0.24"
"260","2024-02-26","jamshed-town","Jamshed Town","Drug Offense","night","Monday","6","2","24.879","67.058","high","0.42","0.34"
"261","2024-02-26","surjani-town","Surjani Town","Bike Snatching","night","Monday","8","3","25.002","67.066","high","0.62","0.49"
"262","2024-02-26","new-karachi","New Karachi","Fraud","night","Monday","8","3","24.985","67.062","high","0.6","0.48"
"263","2024-02-26","scheme-33","Scheme 33","Burglary","night","Monday","6","2","24.956","67.153","medium","0.45","0.36"
"264","2024-02-26","sohrab-goth","Sohrab Goth","Street Crime","night","Monday","8","3","25.001","67.122","medium","0.64","0.51"
"265","2024-02-26","sakhi-hasan","Sakhi Hasan","Street Crime","night","Monday","6","2","24.955","67.064","medium","0.41","0.33"
"266","2024-02-26","defence-view","Defence View","Assault","day","Monday","2","1","24.821","67.021","medium","0.29","0.21"
"267","2024-02-26","kharadar","Kharadar","Burglary","night","Monday","6","2","24.846","67.004","medium","0.5","0.4"
"268","2024-02-26","site-area","SITE Area","Mobile Snatching","night","Monday","8","3","24.936","67","medium","0.61","0.5"
"269","2024-02-26","banaras","Banaras","Fraud","night","Monday","8","3","24.972","67.013","medium","0.65","0.53"
"270","2024-02-26","mehmoodabad","Mehmoodabad","Bike Snatching","night","Monday","6","2","24.8465","67.0588","high","0.47","0.37"
"271","2024-03-04","clifton","Clifton","Fraud","night","Monday","5","1","24.8138","67.0306","high","0.28","0.22"
"272","2024-03-04","dha","DHA","Street Crime","night","Monday","5","1","24.8055","67.0672","high","0.25","0.19"
"273","2024-03-04","saddar","Saddar","Burglary","day","Monday","7","3","24.8547","67.0268","high","0.52","0.44"
"274","2024-03-04","gulshan","Gulshan","Kidnapping","night","Monday","7","2","24.9207","67.0862","high","0.41","0.33"
"275","2024-03-04","gulistan-e-johar","Gulistan-e-Johar","Kidnapping","night","Monday","7","2","24.92","67.1344","high","0.43","0.35"
"276","2024-03-04","nazimabad","Nazimabad","Assault","night","Monday","7","2","24.9262","67.0407","high","0.47","0.38"
"277","2024-03-04","north-nazimabad","North Nazimabad","Assault","night","Monday","5","1","24.9388","67.0453","medium","0.34","0.28"
"278","2024-03-04","lyari","Lyari","Burglary","day","Monday","7","3","24.8607","66.9904","medium","0.68","0.52"
"279","2024-03-04","malir","Malir","Fraud","night","Monday","7","2","24.8937","67.1984","high","0.49","0.41"
"280","2024-03-04","korangi","Korangi","Vehicle Theft","night","Monday","7","2","24.8323","67.1474","high","0.51","0.43"
"281","2024-03-04","landhi","Landhi","Bike Snatching","day","Monday","7","3","24.84","67.19","high","0.58","0.46"
"282","2024-03-04","orangi-town","Orangi Town","Fraud","day","Monday","7","3","24.9519","66.9698","high","0.69","0.55"
"283","2024-03-04","baldia-town","Baldia Town","Bike Snatching","day","Monday","7","3","24.9383","66.9448","high","0.66","0.53"
"284","2024-03-04","keamari","Keamari","Bike Snatching","day","Monday","7","3","24.815","66.975","medium","0.63","0.5"
"285","2024-03-04","garden","Garden","Vehicle Theft","night","Monday","7","2","24.8733","67.0167","medium","0.46","0.37"
"286","2024-03-04","fb-area","FB Area","Kidnapping","night","Monday","7","2","24.933","67.07","high","0.39","0.31"
"287","2024-03-04","gulberg","Gulberg","Drug Offense","night","Monday","7","2","24.905","67.05","high","0.44","0.36"
"288","2024-03-04","shah-faisal","Shah Faisal","Street Crime","night","Monday","7","2","24.884","67.162","high","0.48","0.39"
"289","2024-03-04","pechs","PECHS","Vehicle Theft","night","Monday","5","1","24.8775","67.0746","high","0.31","0.24"
"290","2024-03-04","jamshed-town","Jamshed Town","Fraud","night","Monday","7","2","24.879","67.058","high","0.42","0.34"
"291","2024-03-04","surjani-town","Surjani Town","Burglary","day","Monday","7","3","25.002","67.066","high","0.62","0.49"
"292","2024-03-04","new-karachi","New Karachi","Kidnapping","day","Monday","7","3","24.985","67.062","high","0.6","0.48"
"293","2024-03-04","scheme-33","Scheme 33","Robbery","night","Monday","7","2","24.956","67.153","medium","0.45","0.36"
"294","2024-03-04","sohrab-goth","Sohrab Goth","Mobile Snatching","day","Monday","7","3","25.001","67.122","medium","0.64","0.51"
"295","2024-03-04","sakhi-hasan","Sakhi Hasan","Mobile Snatching","night","Monday","7","2","24.955","67.064","medium","0.41","0.33"
"296","2024-03-04","defence-view","Defence View","Drug Offense","night","Monday","5","1","24.821","67.021","medium","0.29","0.21"
"297","2024-03-04","kharadar","Kharadar","Robbery","night","Monday","7","2","24.846","67.004","medium","0.5","0.4"
"298","2024-03-04","site-area","SITE Area","Vehicle Theft","day","Monday","7","3","24.936","67","medium","0.61","0.5"
"299","2024-03-04","banaras","Banaras","Kidnapping","day","Monday","7","3","24.972","67.013","medium","0.65","0.53"
"300","2024-03-04","mehmoodabad","Mehmoodabad","Burglary","night","Monday","7","2","24.8465","67.0588","high","0.47","0.37"
"301","2024-03-11","clifton","Clifton","Kidnapping","night","Monday","6","1","24.8138","67.0306","high","0.28","0.22"
"302","2024-03-11","dha","DHA","Mobile Snatching","night","Monday","6","1","24.8055","67.0672","high","0.25","0.19"
"303","2024-03-11","saddar","Saddar","Robbery","night","Monday","10","3","24.8547","67.0268","high","0.52","0.44"
"304","2024-03-11","gulshan","Gulshan","Street Crime","day","Monday","6","2","24.9207","67.0862","high","0.41","0.33"
"305","2024-03-11","gulistan-e-johar","Gulistan-e-Johar","Street Crime","day","Monday","6","2","24.92","67.1344","high","0.43","0.35"
"306","2024-03-11","nazimabad","Nazimabad","Drug Offense","day","Monday","6","2","24.9262","67.0407","high","0.47","0.38"
"307","2024-03-11","north-nazimabad","North Nazimabad","Drug Offense","night","Monday","6","1","24.9388","67.0453","medium","0.34","0.28"
"308","2024-03-11","lyari","Lyari","Robbery","night","Monday","10","3","24.8607","66.9904","medium","0.68","0.52"
"309","2024-03-11","malir","Malir","Kidnapping","day","Monday","6","2","24.8937","67.1984","high","0.49","0.41"
"310","2024-03-11","korangi","Korangi","Bike Snatching","day","Monday","6","2","24.8323","67.1474","high","0.51","0.43"
"311","2024-03-11","landhi","Landhi","Burglary","night","Monday","10","3","24.84","67.19","high","0.58","0.46"
"312","2024-03-11","orangi-town","Orangi Town","Kidnapping","night","Monday","10","3","24.9519","66.9698","high","0.69","0.55"
"313","2024-03-11","baldia-town","Baldia Town","Burglary","night","Monday","10","3","24.9383","66.9448","high","0.66","0.53"
"314","2024-03-11","keamari","Keamari","Burglary","night","Monday","10","3","24.815","66.975","medium","0.63","0.5"
"315","2024-03-11","garden","Garden","Bike Snatching","day","Monday","6","2","24.8733","67.0167","medium","0.46","0.37"
"316","2024-03-11","fb-area","FB Area","Street Crime","day","Monday","6","2","24.933","67.07","high","0.39","0.31"
"317","2024-03-11","gulberg","Gulberg","Fraud","day","Monday","6","2","24.905","67.05","high","0.44","0.36"
"318","2024-03-11","shah-faisal","Shah Faisal","Mobile Snatching","day","Monday","6","2","24.884","67.162","high","0.48","0.39"
"319","2024-03-11","pechs","PECHS","Bike Snatching","night","Monday","6","1","24.8775","67.0746","high","0.31","0.24"
"320","2024-03-11","jamshed-town","Jamshed Town","Kidnapping","day","Monday","6","2","24.879","67.058","high","0.42","0.34"
"321","2024-03-11","surjani-town","Surjani Town","Robbery","night","Monday","10","3","25.002","67.066","high","0.62","0.49"
"322","2024-03-11","new-karachi","New Karachi","Street Crime","night","Monday","10","3","24.985","67.062","high","0.6","0.48"
"323","2024-03-11","scheme-33","Scheme 33","Assault","day","Monday","6","2","24.956","67.153","medium","0.45","0.36"
"324","2024-03-11","sohrab-goth","Sohrab Goth","Vehicle Theft","night","Monday","10","3","25.001","67.122","medium","0.64","0.51"
"325","2024-03-11","sakhi-hasan","Sakhi Hasan","Vehicle Theft","day","Monday","6","2","24.955","67.064","medium","0.41","0.33"
"326","2024-03-11","defence-view","Defence View","Fraud","night","Monday","6","1","24.821","67.021","medium","0.29","0.21"
"327","2024-03-11","kharadar","Kharadar","Assault","day","Monday","6","2","24.846","67.004","medium","0.5","0.4"
"328","2024-03-11","site-area","SITE Area","Bike Snatching","night","Monday","10","3","24.936","67","medium","0.61","0.5"
"329","2024-03-11","banaras","Banaras","Street Crime","night","Monday","10","3","24.972","67.013","medium","0.65","0.53"
"330","2024-03-11","mehmoodabad","Mehmoodabad","Robbery","day","Monday","6","2","24.8465","67.0588","high","0.47","0.37"
"331","2024-03-18","clifton","Clifton","Street Crime","day","Monday","5","1","24.8138","67.0306","high","0.28","0.22"
"332","2024-03-18","dha","DHA","Vehicle Theft","day","Monday","5","1","24.8055","67.0672","high","0.25","0.19"
"333","2024-03-18","saddar","Saddar","Assault","night","Monday","11","3","24.8547","67.0268","high","0.52","0.44"
"334","2024-03-18","gulshan","Gulshan","Mobile Snatching","night","Monday","9","2","24.9207","67.0862","high","0.41","0.33"
"335","2024-03-18","gulistan-e-johar","Gulistan-e-Johar","Mobile Snatching","night","Monday","9","2","24.92","67.1344","high","0.43","0.35"
"336","2024-03-18","nazimabad","Nazimabad","Fraud","night","Monday","9","2","24.9262","67.0407","high","0.47","0.38"
"337","2024-03-18","north-nazimabad","North Nazimabad","Fraud","day","Monday","5","1","24.9388","67.0453","medium","0.34","0.28"
"338","2024-03-18","lyari","Lyari","Assault","night","Monday","11","3","24.8607","66.9904","medium","0.68","0.52"
"339","2024-03-18","malir","Malir","Street Crime","night","Monday","9","2","24.8937","67.1984","high","0.49","0.41"
"340","2024-03-18","korangi","Korangi","Burglary","night","Monday","9","2","24.8323","67.1474","high","0.51","0.43"
"341","2024-03-18","landhi","Landhi","Robbery","night","Monday","11","3","24.84","67.19","high","0.58","0.46"
"342","2024-03-18","orangi-town","Orangi Town","Street Crime","night","Monday","11","3","24.9519","66.9698","high","0.69","0.55"
"343","2024-03-18","baldia-town","Baldia Town","Robbery","night","Monday","11","3","24.9383","66.9448","high","0.66","0.53"
"344","2024-03-18","keamari","Keamari","Robbery","night","Monday","11","3","24.815","66.975","medium","0.63","0.5"
"345","2024-03-18","garden","Garden","Burglary","night","Monday","9","2","24.8733","67.0167","medium","0.46","0.37"
"346","2024-03-18","fb-area","FB Area","Mobile Snatching","night","Monday","9","2","24.933","67.07","high","0.39","0.31"
"347","2024-03-18","gulberg","Gulberg","Kidnapping","night","Monday","9","2","24.905","67.05","high","0.44","0.36"
"348","2024-03-18","shah-faisal","Shah Faisal","Vehicle Theft","night","Monday","9","2","24.884","67.162","high","0.48","0.39"
"349","2024-03-18","pechs","PECHS","Burglary","day","Monday","5","1","24.8775","67.0746","high","0.31","0.24"
"350","2024-03-18","jamshed-town","Jamshed Town","Street Crime","night","Monday","9","2","24.879","67.058","high","0.42","0.34"
"351","2024-03-18","surjani-town","Surjani Town","Assault","night","Monday","11","3","25.002","67.066","high","0.62","0.49"
"352","2024-03-18","new-karachi","New Karachi","Mobile Snatching","night","Monday","11","3","24.985","67.062","high","0.6","0.48"
"353","2024-03-18","scheme-33","Scheme 33","Drug Offense","night","Monday","9","2","24.956","67.153","medium","0.45","0.36"
"354","2024-03-18","sohrab-goth","Sohrab Goth","Bike Snatching","night","Monday","11","3","25.001","67.122","medium","0.64","0.51"
"355","2024-03-18","sakhi-hasan","Sakhi Hasan","Bike Snatching","night","Monday","9","2","24.955","67.064","medium","0.41","0.33"
"356","2024-03-18","defence-view","Defence View","Kidnapping","day","Monday","5","1","24.821","67.021","medium","0.29","0.21"
"357","2024-03-18","kharadar","Kharadar","Drug Offense","night","Monday","9","2","24.846","67.004","medium","0.5","0.4"
"358","2024-03-18","site-area","SITE Area","Burglary","night","Monday","11","3","24.936","67","medium","0.61","0.5"
"359","2024-03-18","banaras","Banaras","Mobile Snatching","night","Monday","11","3","24.972","67.013","medium","0.65","0.53"
"360","2024-03-18","mehmoodabad","Mehmoodabad","Assault","night","Monday","9","2","24.8465","67.0588","high","0.47","0.37"
"361","2024-03-25","clifton","Clifton","Mobile Snatching","night","Monday","4","1","24.8138","67.0306","high","0.28","0.22"
"362","2024-03-25","dha","DHA","Bike Snatching","night","Monday","4","1","24.8055","67.0672","high","0.25","0.19"
"363","2024-03-25","saddar","Saddar","Drug Offense","day","Monday","6","3","24.8547","67.0268","high","0.52","0.44"
"364","2024-03-25","gulshan","Gulshan","Vehicle Theft","night","Monday","6","2","24.9207","67.0862","high","0.41","0.33"
"365","2024-03-25","gulistan-e-johar","Gulistan-e-Johar","Vehicle Theft","night","Monday","6","2","24.92","67.1344","high","0.43","0.35"
"366","2024-03-25","nazimabad","Nazimabad","Kidnapping","night","Monday","6","2","24.9262","67.0407","high","0.47","0.38"
"367","2024-03-25","north-nazimabad","North Nazimabad","Kidnapping","night","Monday","4","1","24.9388","67.0453","medium","0.34","0.28"
"368","2024-03-25","lyari","Lyari","Drug Offense","day","Monday","6","3","24.8607","66.9904","medium","0.68","0.52"
"369","2024-03-25","malir","Malir","Mobile Snatching","night","Monday","6","2","24.8937","67.1984","high","0.49","0.41"
"370","2024-03-25","korangi","Korangi","Robbery","night","Monday","6","2","24.8323","67.1474","high","0.51","0.43"
"371","2024-03-25","landhi","Landhi","Assault","day","Monday","6","3","24.84","67.19","high","0.58","0.46"
"372","2024-03-25","orangi-town","Orangi Town","Mobile Snatching","day","Monday","6","3","24.9519","66.9698","high","0.69","0.55"
"373","2024-03-25","baldia-town","Baldia Town","Assault","day","Monday","6","3","24.9383","66.9448","high","0.66","0.53"
"374","2024-03-25","keamari","Keamari","Assault","day","Monday","6","3","24.815","66.975","medium","0.63","0.5"
"375","2024-03-25","garden","Garden","Robbery","night","Monday","6","2","24.8733","67.0167","medium","0.46","0.37"
"376","2024-03-25","fb-area","FB Area","Vehicle Theft","night","Monday","6","2","24.933","67.07","high","0.39","0.31"
"377","2024-03-25","gulberg","Gulberg","Street Crime","night","Monday","6","2","24.905","67.05","high","0.44","0.36"
"378","2024-03-25","shah-faisal","Shah Faisal","Bike Snatching","night","Monday","6","2","24.884","67.162","high","0.48","0.39"
"379","2024-03-25","pechs","PECHS","Robbery","night","Monday","4","1","24.8775","67.0746","high","0.31","0.24"
"380","2024-03-25","jamshed-town","Jamshed Town","Mobile Snatching","night","Monday","6","2","24.879","67.058","high","0.42","0.34"
"381","2024-03-25","surjani-town","Surjani Town","Drug Offense","day","Monday","6","3","25.002","67.066","high","0.62","0.49"
"382","2024-03-25","new-karachi","New Karachi","Vehicle Theft","day","Monday","6","3","24.985","67.062","high","0.6","0.48"
"383","2024-03-25","scheme-33","Scheme 33","Fraud","night","Monday","6","2","24.956","67.153","medium","0.45","0.36"
"384","2024-03-25","sohrab-goth","Sohrab Goth","Burglary","day","Monday","6","3","25.001","67.122","medium","0.64","0.51"
"385","2024-03-25","sakhi-hasan","Sakhi Hasan","Burglary","night","Monday","6","2","24.955","67.064","medium","0.41","0.33"
"386","2024-03-25","defence-view","Defence View","Street Crime","night","Monday","4","1","24.821","67.021","medium","0.29","0.21"
"387","2024-03-25","kharadar","Kharadar","Fraud","night","Monday","6","2","24.846","67.004","medium","0.5","0.4"
"388","2024-03-25","site-area","SITE Area","Robbery","day","Monday","6","3","24.936","67","medium","0.61","0.5"
"389","2024-03-25","banaras","Banaras","Vehicle Theft","day","Monday","6","3","24.972","67.013","medium","0.65","0.53"
"390","2024-03-25","mehmoodabad","Mehmoodabad","Drug Offense","night","Monday","6","2","24.8465","67.0588","high","0.47","0.37"
"391","2024-04-01","clifton","Clifton","Vehicle Theft","night","Monday","5","1","24.8138","67.0306","high","0.28","0.22"
"392","2024-04-01","dha","DHA","Burglary","night","Monday","5","1","24.8055","67.0672","high","0.25","0.19"
"393","2024-04-01","saddar","Saddar","Fraud","night","Monday","9","3","24.8547","67.0268","high","0.52","0.44"
"394","2024-04-01","gulshan","Gulshan","Bike Snatching","day","Monday","5","2","24.9207","67.0862","high","0.41","0.33"
"395","2024-04-01","gulistan-e-johar","Gulistan-e-Johar","Bike Snatching","day","Monday","5","2","24.92","67.1344","high","0.43","0.35"
"396","2024-04-01","nazimabad","Nazimabad","Street Crime","day","Monday","5","2","24.9262","67.0407","high","0.47","0.38"
"397","2024-04-01","north-nazimabad","North Nazimabad","Street Crime","night","Monday","5","1","24.9388","67.0453","medium","0.34","0.28"
"398","2024-04-01","lyari","Lyari","Fraud","night","Monday","9","3","24.8607","66.9904","medium","0.68","0.52"
"399","2024-04-01","malir","Malir","Vehicle Theft","day","Monday","5","2","24.8937","67.1984","high","0.49","0.41"
"400","2024-04-01","korangi","Korangi","Assault","day","Monday","5","2","24.8323","67.1474","high","0.51","0.43"
"401","2024-04-01","landhi","Landhi","Drug Offense","night","Monday","9","3","24.84","67.19","high","0.58","0.46"
"402","2024-04-01","orangi-town","Orangi Town","Vehicle Theft","night","Monday","9","3","24.9519","66.9698","high","0.69","0.55"
"403","2024-04-01","baldia-town","Baldia Town","Drug Offense","night","Monday","9","3","24.9383","66.9448","high","0.66","0.53"
"404","2024-04-01","keamari","Keamari","Drug Offense","night","Monday","9","3","24.815","66.975","medium","0.63","0.5"
"405","2024-04-01","garden","Garden","Assault","day","Monday","5","2","24.8733","67.0167","medium","0.46","0.37"
"406","2024-04-01","fb-area","FB Area","Bike Snatching","day","Monday","5","2","24.933","67.07","high","0.39","0.31"
"407","2024-04-01","gulberg","Gulberg","Mobile Snatching","day","Monday","5","2","24.905","67.05","high","0.44","0.36"
"408","2024-04-01","shah-faisal","Shah Faisal","Burglary","day","Monday","5","2","24.884","67.162","high","0.48","0.39"
"409","2024-04-01","pechs","PECHS","Assault","night","Monday","5","1","24.8775","67.0746","high","0.31","0.24"
"410","2024-04-01","jamshed-town","Jamshed Town","Vehicle Theft","day","Monday","5","2","24.879","67.058","high","0.42","0.34"
"411","2024-04-01","surjani-town","Surjani Town","Fraud","night","Monday","9","3","25.002","67.066","high","0.62","0.49"
"412","2024-04-01","new-karachi","New Karachi","Bike Snatching","night","Monday","9","3","24.985","67.062","high","0.6","0.48"
"413","2024-04-01","scheme-33","Scheme 33","Kidnapping","day","Monday","5","2","24.956","67.153","medium","0.45","0.36"
"414","2024-04-01","sohrab-goth","Sohrab Goth","Robbery","night","Monday","9","3","25.001","67.122","medium","0.64","0.51"
"415","2024-04-01","sakhi-hasan","Sakhi Hasan","Robbery","day","Monday","5","2","24.955","67.064","medium","0.41","0.33"
"416","2024-04-01","defence-view","Defence View","Mobile Snatching","night","Monday","5","1","24.821","67.021","medium","0.29","0.21"
"417","2024-04-01","kharadar","Kharadar","Kidnapping","day","Monday","5","2","24.846","67.004","medium","0.5","0.4"
"418","2024-04-01","site-area","SITE Area","Assault","night","Monday","9","3","24.936","67","medium","0.61","0.5"
"419","2024-04-01","banaras","Banaras","Bike Snatching","night","Monday","9","3","24.972","67.013","medium","0.65","0.53"
"420","2024-04-01","mehmoodabad","Mehmoodabad","Fraud","day","Monday","5","2","24.8465","67.0588","high","0.47","0.37"
"421","2024-04-08","clifton","Clifton","Bike Snatching","day","Monday","4","1","24.8138","67.0306","high","0.28","0.22"
"422","2024-04-08","dha","DHA","Robbery","day","Monday","4","1","24.8055","67.0672","high","0.25","0.19"
"423","2024-04-08","saddar","Saddar","Kidnapping","night","Monday","10","3","24.8547","67.0268","high","0.52","0.44"
"424","2024-04-08","gulshan","Gulshan","Burglary","night","Monday","8","2","24.9207","67.0862","high","0.41","0.33"
"425","2024-04-08","gulistan-e-johar","Gulistan-e-Johar","Burglary","night","Monday","8","2","24.92","67.1344","high","0.43","0.35"
"426","2024-04-08","nazimabad","Nazimabad","Mobile Snatching","night","Monday","8","2","24.9262","67.0407","high","0.47","0.38"
"427","2024-04-08","north-nazimabad","North Nazimabad","Mobile Snatching","day","Monday","4","1","24.9388","67.0453","medium","0.34","0.28"
"428","2024-04-08","lyari","Lyari","Kidnapping","night","Monday","10","3","24.8607","66.9904","medium","0.68","0.52"
"429","2024-04-08","malir","Malir","Bike Snatching","night","Monday","8","2","24.8937","67.1984","high","0.49","0.41"
"430","2024-04-08","korangi","Korangi","Drug Offense","night","Monday","8","2","24.8323","67.1474","high","0.51","0.43"
"431","2024-04-08","landhi","Landhi","Fraud","night","Monday","10","3","24.84","67.19","high","0.58","0.46"
"432","2024-04-08","orangi-town","Orangi Town","Bike Snatching","night","Monday","10","3","24.9519","66.9698","high","0.69","0.55"
"433","2024-04-08","baldia-town","Baldia Town","Fraud","night","Monday","10","3","24.9383","66.9448","high","0.66","0.53"
"434","2024-04-08","keamari","Keamari","Fraud","night","Monday","10","3","24.815","66.975","medium","0.63","0.5"
"435","2024-04-08","garden","Garden","Drug Offense","night","Monday","8","2","24.8733","67.0167","medium","0.46","0.37"
"436","2024-04-08","fb-area","FB Area","Burglary","night","Monday","8","2","24.933","67.07","high","0.39","0.31"
"437","2024-04-08","gulberg","Gulberg","Vehicle Theft","night","Monday","8","2","24.905","67.05","high","0.44","0.36"
"438","2024-04-08","shah-faisal","Shah Faisal","Robbery","night","Monday","8","2","24.884","67.162","high","0.48","0.39"
"439","2024-04-08","pechs","PECHS","Drug Offense","day","Monday","4","1","24.8775","67.0746","high","0.31","0.24"
"440","2024-04-08","jamshed-town","Jamshed Town","Bike Snatching","night","Monday","8","2","24.879","67.058","high","0.42","0.34"
"441","2024-04-08","surjani-town","Surjani Town","Kidnapping","night","Monday","10","3","25.002","67.066","high","0.62","0.49"
"442","2024-04-08","new-karachi","New Karachi","Burglary","night","Monday","10","3","24.985","67.062","high","0.6","0.48"
"443","2024-04-08","scheme-33","Scheme 33","Street Crime","night","Monday","8","2","24.956","67.153","medium","0.45","0.36"
"444","2024-04-08","sohrab-goth","Sohrab Goth","Assault","night","Monday","10","3","25.001","67.122","medium","0.64","0.51"
"445","2024-04-08","sakhi-hasan","Sakhi Hasan","Assault","night","Monday","8","2","24.955","67.064","medium","0.41","0.33"
"446","2024-04-08","defence-view","Defence View","Vehicle Theft","day","Monday","4","1","24.821","67.021","medium","0.29","0.21"
"447","2024-04-08","kharadar","Kharadar","Street Crime","night","Monday","8","2","24.846","67.004","medium","0.5","0.4"
"448","2024-04-08","site-area","SITE Area","Drug Offense","night","Monday","10","3","24.936","67","medium","0.61","0.5"
"449","2024-04-08","banaras","Banaras","Burglary","night","Monday","10","3","24.972","67.013","medium","0.65","0.53"
"450","2024-04-08","mehmoodabad","Mehmoodabad","Kidnapping","night","Monday","8","2","24.8465","67.0588","high","0.47","0.37"
"451","2024-04-15","clifton","Clifton","Burglary","night","Monday","7","1","24.8138","67.0306","high","0.28","0.22"
"452","2024-04-15","dha","DHA","Assault","night","Monday","7","1","24.8055","67.0672","high","0.25","0.19"
"453","2024-04-15","saddar","Saddar","Street Crime","day","Monday","9","3","24.8547","67.0268","high","0.52","0.44"
"454","2024-04-15","gulshan","Gulshan","Robbery","night","Monday","9","2","24.9207","67.0862","high","0.41","0.33"
"455","2024-04-15","gulistan-e-johar","Gulistan-e-Johar","Robbery","night","Monday","9","2","24.92","67.1344","high","0.43","0.35"
"456","2024-04-15","nazimabad","Nazimabad","Vehicle Theft","night","Monday","9","2","24.9262","67.0407","high","0.47","0.38"
"457","2024-04-15","north-nazimabad","North Nazimabad","Vehicle Theft","night","Monday","7","1","24.9388","67.0453","medium","0.34","0.28"
"458","2024-04-15","lyari","Lyari","Street Crime","day","Monday","9","3","24.8607","66.9904","medium","0.68","0.52"
"459","2024-04-15","malir","Malir","Burglary","night","Monday","9","2","24.8937","67.1984","high","0.49","0.41"
"460","2024-04-15","korangi","Korangi","Fraud","night","Monday","9","2","24.8323","67.1474","high","0.51","0.43"
"461","2024-04-15","landhi","Landhi","Kidnapping","day","Monday","9","3","24.84","67.19","high","0.58","0.46"
"462","2024-04-15","orangi-town","Orangi Town","Burglary","day","Monday","9","3","24.9519","66.9698","high","0.69","0.55"
"463","2024-04-15","baldia-town","Baldia Town","Kidnapping","day","Monday","9","3","24.9383","66.9448","high","0.66","0.53"
"464","2024-04-15","keamari","Keamari","Kidnapping","day","Monday","9","3","24.815","66.975","medium","0.63","0.5"
"465","2024-04-15","garden","Garden","Fraud","night","Monday","9","2","24.8733","67.0167","medium","0.46","0.37"
"466","2024-04-15","fb-area","FB Area","Robbery","night","Monday","9","2","24.933","67.07","high","0.39","0.31"
"467","2024-04-15","gulberg","Gulberg","Bike Snatching","night","Monday","9","2","24.905","67.05","high","0.44","0.36"
"468","2024-04-15","shah-faisal","Shah Faisal","Assault","night","Monday","9","2","24.884","67.162","high","0.48","0.39"
"469","2024-04-15","pechs","PECHS","Fraud","night","Monday","7","1","24.8775","67.0746","high","0.31","0.24"
"470","2024-04-15","jamshed-town","Jamshed Town","Burglary","night","Monday","9","2","24.879","67.058","high","0.42","0.34"
"471","2024-04-15","surjani-town","Surjani Town","Street Crime","day","Monday","9","3","25.002","67.066","high","0.62","0.49"
"472","2024-04-15","new-karachi","New Karachi","Robbery","day","Monday","9","3","24.985","67.062","high","0.6","0.48"
"473","2024-04-15","scheme-33","Scheme 33","Mobile Snatching","night","Monday","9","2","24.956","67.153","medium","0.45","0.36"
